LocalClinicalCodeValue,ReadCodeValue,hb_extract,SampleName,ArithmeticComparator,Interpretation,QuantityUnit,RangeHighValue,RangeLowValue,RecordCount,QVAverage,QVStandardDev
AL,44M4.,F,Serum,NULL,Sample no longer available.,NULL,NULL,NULL,6,NULL,NULL
AL,44M4.,F,Serum,NULL,Serum sample unlabelled - rejected,NULL,NULL,NULL,40,NULL,NULL
AL,44M4.,F,Serum,NULL,Test not required,NULL,NULL,NULL,6,NULL,NULL
AL,44M4.,F,Serum,NULL,Unsuitable- contaminated with potassium EDTA.,NULL,NULL,NULL,81,NULL,NULL
AL,44M4.,F,Serum,<,NULL,g/L,50,38,75,15,0
ALB,44M4.,T,Blood,NULL,*** SPECIMEN UNLABELLED ***,NULL,NULL,NULL,33,NULL,NULL
ALB,44M4.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,392,NULL,NULL
ALB,44M4.,T,Blood,NULL,LABORATORY ERROR.,NULL,NULL,NULL,8,NULL,NULL
ALB,44M4.,T,Blood,NULL,NO SAMPLE RECEIVED,NULL,NULL,NULL,7,NULL,NULL
ALB,44M4.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,365,NULL,NULL
ALB,44M4.,T,Blood,NULL,SAMPLE UNLABELLED,NULL,NULL,NULL,6,NULL,NULL
ALB,44M4.,T,Blood,NULL,SEE LABORATORY COMMENT,NULL,NULL,NULL,10,NULL,NULL
ALB,44M4.,T,Blood,NULL,SPECIMEN UNLABELLED.,NULL,NULL,NULL,11,NULL,NULL
ALB,44M4.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,900,NULL,NULL
ALB,44M4.,T,Blood,NULL,WRONG SAMPLE CONTAINER RECEIVED,NULL,NULL,NULL,6,NULL,NULL
ALB,44M4.,T,Blood,NULL,NULL,g/L,50,30,825,38.2909090909091,6.46557180080662
ALB,44M4.,T,Blood,NULL,NULL,g/L,50,35,809528,34.9955331995928,6.1329038260408
ALB,44M4.,T,Blood,<,NULL,g/L,50,35,33,6,0
ALB,44M4.,T,Blood,NULL,NULL,g/L,50,36,487988,41.9334266416387,5.80231156239745
ALB,44M4.,T,Serum,NULL,NULL,NULL,NULL,NULL,433031,41.60284527216,6.44388999359576
ALB,44M4.,T,Serum,NULL,BIN,NULL,NULL,NULL,15,NULL,NULL
ALB,44M4.,T,Serum,NULL,BR,NULL,NULL,NULL,13,NULL,NULL
ALB,44M4.,T,Serum,NULL,ERR,NULL,NULL,NULL,17,NULL,NULL
ALB,44M4.,T,Serum,NULL,HM,NULL,NULL,NULL,54,NULL,NULL
ALB,44M4.,T,Serum,NULL,NR,NULL,NULL,NULL,15,NULL,NULL
ALB,44M4.,T,Serum,NULL,UNL,NULL,NULL,NULL,13,NULL,NULL
ALB,44M4.,T,Serum,NULL,US,NULL,NULL,NULL,293,NULL,NULL
ALB,44M4.,T,Blood,NULL,33,NULL,NULL,NULL,7,NULL,NULL
ALB,44M4.,T,Blood,NULL,BROKEN IN TRANSIT,NULL,NULL,NULL,16,NULL,NULL
ALB,44M4.,T,Blood,NULL,DELIVERY TO THE LABORATORY WAS DELAYED,NULL,NULL,NULL,35,NULL,NULL
ALB,44M4.,T,Blood,NULL,INAPPROPRIATELY LABELLED,NULL,NULL,NULL,15,NULL,NULL
ALB,44M4.,T,Blood,NULL,LABORATORY ERROR. INSUFFICIENT SAMPLE TO REPEAT.,NULL,NULL,NULL,7,NULL,NULL
ALB,44M4.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,969,NULL,NULL
ALB,44M4.,T,Blood,NULL,NO SST (GOLD TOP) SAMPLE RECEIVED,NULL,NULL,NULL,406,NULL,NULL
ALB,44M4.,T,Blood,NULL,NOT REQUESTED,NULL,NULL,NULL,7,NULL,NULL
ALB,44M4.,T,Blood,NULL,RESULT REMOVED BY LABORATORY,NULL,NULL,NULL,11,NULL,NULL
ALB,44M4.,T,Blood,NULL,SAMPLE DELAYED IN TRANSIT,NULL,NULL,NULL,8,NULL,NULL
ALB,44M4.,T,Blood,NULL,SAMPLE HAEMOLYSED,NULL,NULL,NULL,32,NULL,NULL
ALB,44M4.,T,Blood,NULL,SAMPLE LEAKED IN TRANSIT,NULL,NULL,NULL,11,NULL,NULL
ALB,44M4.,T,Miscellaneous,NULL,NULL,g/L,50,35,46,38.9347826086956,4.0354108914461
ALB,44M4.,T,Serum,NULL,DT,NULL,NULL,NULL,9,NULL,NULL
ALB,44M4.,T,Serum,NULL,IL,NULL,NULL,NULL,12,NULL,NULL
ALB,44M4.,T,Serum,NULL,INS,NULL,NULL,NULL,164,NULL,NULL
ALB,44M4.,T,Serum,NULL,NA,NULL,NULL,NULL,56,NULL,NULL
ALB,44M4.,T,Serum,NULL,NS,NULL,NULL,NULL,306,NULL,NULL
ALBU      ,44M4.,T,Serum,NULL,NULL,NULL,NULL,NULL,46034,42.610331494113,4.88006644141736
ALBUMIN   ,44M4.,T,Serum,NULL,NULL,NULL,NULL,NULL,429,40.8111888111888,4.40414691308363
ALC,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,19,38.2105263157895,21.8773829111467
ALC,NULL,T,Unknown,NULL,ND,NULL,NULL,NULL,9,NULL,NULL
ALC,NULL,T,Unknown,NULL,NS,NULL,NULL,NULL,9,NULL,NULL
ALC,44XF.,T,Fluoride Oxalate,NULL,NULL,mmol/L,NULL,NULL,6,21.5,16.0965834884301
ALC       ,NULL,T,Fluoride Oxalate,NULL,NULL,NULL,NULL,NULL,93,29.4298850574713,26.2843799885404
ALC,NULL,T,Fluoride Oxalate,NULL,ND,NULL,NULL,NULL,19,NULL,NULL
ALC,NULL,T,Fluoride Oxalate,NULL,NS,NULL,NULL,NULL,7,NULL,NULL
ALC2      ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,15,22.2,26.243910858385
ALCO      ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,28,33.2857142857143,25.5398847743234
ALCR,NULL,F,Urine,NULL,----- NON-NUMERIC RESULT FOR TEST UAC,NULL,NULL,NULL,70,NULL,NULL
ALCR,NULL,F,Urine,NULL,<0.3,NULL,NULL,NULL,9,NULL,NULL
ALCR,NULL,F,Urine,NULL,<1,NULL,NULL,NULL,171,NULL,NULL
ALCR,NULL,F,Urine,NULL,Test not indicated,NULL,NULL,NULL,13,NULL,NULL
ALCR,NULL,F,Urine,NULL,Urine sample required,NULL,NULL,NULL,24,NULL,NULL
ALCR,NULL,F,Urine,NULL,Urine sample unlabelled - rejected,NULL,NULL,NULL,6,NULL,NULL
ALCR,NULL,F,Urine,NULL,NULL,mg/mmol,2.5,0,2385,9.45685537307517,42.5944953874066
ALCR,NULL,F,Urine,<,NULL,mg/mmol,2.5,0,172,0.602034883963507,0.262598215968203
ALCR,46TC.,F,Urine,NULL,<1,NULL,NULL,NULL,805,NULL,NULL
ALCR,46TC.,F,Urine,NULL,Boric Acid Container Unsuitable.,NULL,NULL,NULL,17,NULL,NULL
ALCR,46TC.,F,Urine,NULL,Test not available,NULL,NULL,NULL,9,NULL,NULL
ALCR,46TC.,F,Urine,NULL,Test not required,NULL,NULL,NULL,34,NULL,NULL
ALCR,46TC.,F,Urine,NULL,Urine sample leaked in transit - rejected,NULL,NULL,NULL,65,NULL,NULL
ALCR,46TC.,F,Urine,<,NULL,mg/mmol,2.5,0,1464,0.616120218579235,0.300670886718318
ALCR,46TC.,F,Urine,NULL,NULL,mg/mmol,3.5,0,16982,17.1358850490284,92.6981301870683
ALCR,NULL,F,Urine,NULL,<2,NULL,NULL,NULL,10,NULL,NULL
ALCR,NULL,F,Urine,NULL,Boric Acid Container Unsuitable.,NULL,NULL,NULL,11,NULL,NULL
ALCR,NULL,F,Urine,NULL,Urine sample leaked in transit - rejected,NULL,NULL,NULL,99,NULL,NULL
ALCR,NULL,F,Urine,NULL,NULL,mg/mmol,3.5,0,1964,9.33813647824186,51.0293281461448
ALCR,NULL,F,Urine,<,NULL,mg/mmol,3.5,0,293,0.721092150581575,0.376460855164913
ALCR,46TC.,F,Urine,NULL,----- NON-NUMERIC RESULT FOR TEST UAC,NULL,NULL,NULL,1355,NULL,NULL
ALCR,46TC.,F,Urine,NULL,<2,NULL,NULL,NULL,1590,NULL,NULL
ALCR,46TC.,F,Urine,NULL,No specimen received,NULL,NULL,NULL,7,NULL,NULL
ALCR,46TC.,F,Urine,NULL,Urine sample required,NULL,NULL,NULL,29,NULL,NULL
ALCR,46TC.,F,Urine,NULL,Urine sample unlabelled - rejected,NULL,NULL,NULL,8,NULL,NULL
ALCR,46TC.,F,Urine,NULL,NULL,mg/mmol,2.5,0,18777,19.2968685004584,80.2111840748207
ALCR,46TC.,F,Urine,<,NULL,mg/mmol,3.5,0,2575,0.702019417494246,0.376386067831605
ALCR,46TC.,F,Urine,>,NULL,mg/mmol,3.5,0,10,64.15,135.899891668667
ALD,448q.,F,Plasma,NULL,NULL,pmol/L,860,110,14,378.928571428571,368.242492071506
ALD,448q.,F,Serum,NULL,NULL,pmol/L,860,110,7,197.571428571429,96.9963180449944
ALDH      ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,79,286.012658227848,1004.71307925825
ALDO,4484.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,7,NULL,NULL
ALDO,4484.,T,Blood,NULL,SEE LABORATORY COMMENT,NULL,NULL,NULL,6,NULL,NULL
ALDO,4484.,T,Blood,NULL,NULL,pmol/L,800,100,353,422.441926345609,441.180831108048
ALDO,4484.,T,Blood,<,NULL,pmol/L,800,100,51,72.2941176470588,7.97569838358259
ALDO,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,509,393.388625592417,274.229901059606
ALDO,NULL,T,Blood,NULL,US,NULL,NULL,NULL,6,NULL,NULL
ALDO,4484.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,16,NULL,NULL
ALDO,4484.,T,Blood,NULL,NULL,pmol/L,NULL,NULL,63,674.285714285714,1943.26605211658
ALDO,4484.,T,Blood,NULL,NULL,pmol/L,800,130,8,398.75,173.555878198184
ALDOST    ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,143,588.041958041958,440.110275459632
ALDS,448q.,F,Serum,NULL,NULL,pmol/L,570,70,6,136.833333333333,88.0350309062629
ALDS,448q.,F,Plasma,NULL,NULL,pmol/L,570,70,34,524.147058823529,1160.23955552429
ALK_PHOS  ,44F..,T,Serum,NULL,NULL,NULL,NULL,NULL,421,102.695961995249,40.4472932502874
ALP       ,44F..,T,Serum,NULL,NULL,NULL,NULL,NULL,3139,93.3950302644154,61.2941069516114
ALPH      ,44F..,T,Serum,NULL,NULL,NULL,NULL,NULL,46011,103.437243267914,80.8544023157081
ALT,NULL,F,Serum,NULL,No clotted sample received.,NULL,NULL,NULL,8,NULL,NULL
ALT,NULL,F,Serum,NULL,Sample haemolysed- unsuitable for analysis,NULL,NULL,NULL,50,NULL,NULL
ALT,NULL,F,Serum,NULL,Sample turbid- unsuitable for analysis,NULL,NULL,NULL,17,NULL,NULL
ALT,NULL,F,Serum,NULL,NULL,U/L,40,0,8065,28.8121512709237,36.5350865708705
ALT,44G3.,F,Serum,NULL,Insufficient sample,NULL,NULL,NULL,73,NULL,NULL
ALT,44G3.,F,Serum,NULL,No specimen received,NULL,NULL,NULL,97,NULL,NULL
ALT,44G3.,F,Serum,NULL,Not Tested,NULL,NULL,NULL,47,NULL,NULL
ALT,44G3.,F,Serum,NULL,Sample haemolysed- unsuitable for analysis,NULL,NULL,NULL,7411,NULL,NULL
ALT,44G3.,F,Serum,NULL,Sample not from this patient,NULL,NULL,NULL,38,NULL,NULL
ALT,44G3.,F,Serum,NULL,Sample turbid- unsuitable for analysis,NULL,NULL,NULL,139,NULL,NULL
ALT,44G3.,F,Serum,NULL,Sample unsuitable,NULL,NULL,NULL,9,NULL,NULL
ALT,44G3.,F,Serum,NULL,Sample unsuitable. ? Taken from drip arm.,NULL,NULL,NULL,11,NULL,NULL
ALT,44G3.,F,Serum,NULL,Specimen leaked in transit - rejected,NULL,NULL,NULL,8,NULL,NULL
ALT,44G3.,F,Serum,NULL,Specimen unlabelled - rejected,NULL,NULL,NULL,138,NULL,NULL
ALT,44G3.,F,Serum,NULL,Specimen without min data set - rejected,NULL,NULL,NULL,9,NULL,NULL
ALT,44G3.,F,Serum,NULL,NULL,U/L,40,0,273460,31.385811453229,76.6251134501613
ALT,44G3.,T,Blood,NULL,16,NULL,NULL,NULL,20,NULL,NULL
ALT,44G3.,T,Blood,NULL,BROKEN IN TRANSIT,NULL,NULL,NULL,8,NULL,NULL
ALT,44G3.,T,Blood,NULL,INAPPROPRIATELY LABELLED,NULL,NULL,NULL,6,NULL,NULL
ALT,44G3.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,184,NULL,NULL
ALT,44G3.,T,Blood,NULL,LABORATORY ERROR. INSUFFICIENT SAMPLE TO REPEAT.,NULL,NULL,NULL,7,NULL,NULL
ALT,44G3.,T,Blood,NULL,NO SST (GOLD TOP) SAMPLE RECEIVED,NULL,NULL,NULL,6,NULL,NULL
ALT,44G3.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,107,NULL,NULL
ALT,44G3.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,230,NULL,NULL
ALT,44G3.,T,Blood,<,NULL,U/L,30,6,236,5,0
ALT,44G3.,T,Blood,<,NULL,U/L,35,12,6,5,0
ALT,44G3.,T,Blood,NULL,NULL,U/L,35,4,42,33.5476190476191,25.5879186249811
ALT,44G3.,T,Blood,<,NULL,U/L,40,14,11,5,0
ALT,44G3.,T,Blood,NULL,NULL,U/L,43,13,204335,32.2907725059339,76.42214882653
ALT,44G3.,T,Blood,<,NULL,U/L,55,15,12,5,0
ALT,44G3.,T,Serum,NULL,NULL,NULL,NULL,NULL,404012,33.8977568085391,115.156618136119
ALT,44G3.,T,Serum,NULL,BR,NULL,NULL,NULL,13,NULL,NULL
ALT,44G3.,T,Serum,NULL,LIP,NULL,NULL,NULL,9,NULL,NULL
ALT,44G3.,T,Serum,NULL,NA,NULL,NULL,NULL,52,NULL,NULL
ALT,44G3.,T,Serum,NULL,NR,NULL,NULL,NULL,14,NULL,NULL
ALT,44G3.,T,Serum,NULL,US,NULL,NULL,NULL,268,NULL,NULL
ALT,44G3.,T,Serum,<,LT5,NULL,NULL,NULL,16,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 12-35_)_,NULL,NULL,NULL,19,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 12-40_ )_,NULL,NULL,NULL,15,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 13 - 33 ),NULL,NULL,NULL,8,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 15-55_)_,NULL,NULL,NULL,52,NULL,NULL
ALT,44GB.,T,Blood,NULL,*** SPECIMEN UNLABELLED ***,NULL,NULL,NULL,17,NULL,NULL
ALT,44GB.,T,Blood,NULL,INAPPROPRIATELY LABELLED,NULL,NULL,NULL,8,NULL,NULL
ALT,44GB.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,635,NULL,NULL
ALT,44GB.,T,Blood,NULL,NO SST (GOLD TOP) SAMPLE RECEIVED,NULL,NULL,NULL,368,NULL,NULL
ALT,44GB.,T,Blood,NULL,RESULT REMOVED BY LABORATORY,NULL,NULL,NULL,10,NULL,NULL
ALT,44GB.,T,Blood,NULL,SAMPLE LEAKED IN TRANSIT,NULL,NULL,NULL,11,NULL,NULL
ALT,44GB.,T,Blood,NULL,SAMPLE LIPAEMIC,NULL,NULL,NULL,57,NULL,NULL
ALT,44GB.,T,Blood,NULL,SEE LABORATORY COMMENT,NULL,NULL,NULL,7,NULL,NULL
ALT,44GB.,T,Blood,NULL,NULL,U/L,33,13,12,18.5,9.81186665587783
ALT,44GB.,T,Blood,NULL,NULL,U/L,40,12,10618,31.4153324543228,72.6929779187774
ALT,44GB.,T,Blood,NULL,NULL,U/L,43,13,29915,32.7977603209092,83.9217202698212
ALT,44GB.,T,Blood,<,NULL,U/L,43,13,14,5,0
ALT,44GB.,T,Blood,NULL,NULL,U/L,55,15,5821,35.4222642157705,31.009471102132
ALT,44GB.,T,Miscellaneous,NULL,NULL,U/L,55,5,46,60.2608695652174,48.7225408854892
ALT,44G3.,F,Serum,NULL,Contaminated by leaking sample - rejected,NULL,NULL,NULL,47,NULL,NULL
ALT,44G3.,F,Serum,NULL,Data on sample & form incompatible - rejected,NULL,NULL,NULL,35,NULL,NULL
ALT,44G3.,F,Serum,NULL,Form without min data set - rejected,NULL,NULL,NULL,8,NULL,NULL
ALT,44G3.,F,Serum,NULL,No clotted sample received.,NULL,NULL,NULL,453,NULL,NULL
ALT,44G3.,F,Serum,NULL,Sample clotted,NULL,NULL,NULL,7,NULL,NULL
ALT,44G3.,F,Serum,NULL,See text below,NULL,NULL,NULL,29,NULL,NULL
ALT,44G3.,F,Serum,NULL,Serum sample unlabelled - rejected,NULL,NULL,NULL,38,NULL,NULL
ALT,44G3.,F,Serum,NULL,Specimen too old for accurate analysis,NULL,NULL,NULL,18,NULL,NULL
ALT,44G3.,F,Serum,NULL,Test not required,NULL,NULL,NULL,6,NULL,NULL
ALT,44G3.,F,Serum,NULL,Unsuitable- contaminated with potassium EDTA.,NULL,NULL,NULL,73,NULL,NULL
ALT,44G3.,F,Serum,<,NULL,U/L,40,0,26,3,0
ALT,44G3.,F,Serum,NULL,NULL,U/L,55,5,165756,28.3816030792249,77.7695882476308
ALT,44G3.,F,Serum,<,NULL,U/L,55,5,1633,5,0
ALT,44G3.,T,Blood,NULL,*** SPECIMEN UNLABELLED ***,NULL,NULL,NULL,12,NULL,NULL
ALT,44G3.,T,Blood,NULL,NO SAMPLE RECEIVED.,NULL,NULL,NULL,266,NULL,NULL
ALT,44G3.,T,Blood,NULL,SAMPLE HAEMOLYSED,NULL,NULL,NULL,5527,NULL,NULL
ALT,44G3.,T,Blood,NULL,NULL,U/L,30,6,81414,28.209804210578,73.3234188269418
ALT,44G3.,T,Blood,NULL,NULL,U/L,33,13,148,63.3986486486486,69.0654564675641
ALT,44G3.,T,Blood,NULL,NULL,U/L,35,12,1881,40.6969696969697,348.367433555562
ALT,44G3.,T,Blood,NULL,NULL,U/L,40,12,73507,34.7595875222768,171.244879066551
ALT,44G3.,T,Blood,<,NULL,U/L,40,12,72,5,0
ALT,44G3.,T,Blood,NULL,NULL,U/L,40,14,728,30.9642857142857,37.4636196097245
ALT,44G3.,T,Blood,<,NULL,U/L,43,13,99,5,0
ALT,44G3.,T,Blood,NULL,NULL,U/L,55,15,42773,39.912514904262,69.6701968435816
ALT,44G3.,T,Serum,NULL,BIN,NULL,NULL,NULL,15,NULL,NULL
ALT,44G3.,T,Serum,NULL,DT,NULL,NULL,NULL,8,NULL,NULL
ALT,44G3.,T,Serum,NULL,ERR,NULL,NULL,NULL,14,NULL,NULL
ALT,44G3.,T,Serum,NULL,HM,NULL,NULL,NULL,2457,NULL,NULL
ALT,44G3.,T,Serum,NULL,IL,NULL,NULL,NULL,11,NULL,NULL
ALT,44G3.,T,Serum,NULL,INS,NULL,NULL,NULL,153,NULL,NULL
ALT,44G3.,T,Serum,NULL,NS,NULL,NULL,NULL,297,NULL,NULL
ALT,44G3.,T,Serum,NULL,UNL,NULL,NULL,NULL,12,NULL,NULL
ALT,44G3.,T,Serum,<,NULL,NULL,NULL,NULL,39,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 12 - 35 ),NULL,NULL,NULL,17,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 12 - 40 ),NULL,NULL,NULL,81,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 12-40_)_,NULL,NULL,NULL,149,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 13 - 43 ),NULL,NULL,NULL,116,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 13-43_ )_,NULL,NULL,NULL,34,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 13-43_)_,NULL,NULL,NULL,225,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 15 - 55 ),NULL,NULL,NULL,47,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 4 - 35 ),NULL,NULL,NULL,7,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 6 - 30 ),NULL,NULL,NULL,29,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 6-30_ )_,NULL,NULL,NULL,18,NULL,NULL
ALT,44G3.,T,Serum,<,LT5 U/L ( 6-30_)_,NULL,NULL,NULL,87,NULL,NULL
ALT,44GB.,T,Blood,NULL,DELIVERY TO THE LABORATORY WAS DELAYED,NULL,NULL,NULL,47,NULL,NULL
ALT,44GB.,T,Blood,NULL,INSUFFICIENT SAMPLE FOR ANALYSIS.,NULL,NULL,NULL,180,NULL,NULL
ALT,44GB.,T,Blood,NULL,LABORATORY ERROR.,NULL,NULL,NULL,8,NULL,NULL
ALT,44GB.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,236,NULL,NULL
ALT,44GB.,T,Blood,NULL,SAMPLE HAEMOLYSED,NULL,NULL,NULL,1035,NULL,NULL
ALT,44GB.,T,Blood,NULL,SPECIMEN UNLABELLED.,NULL,NULL,NULL,9,NULL,NULL
ALT,44GB.,T,Blood,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,568,NULL,NULL
ALT,44GB.,T,Blood,NULL,NULL,U/L,30,6,14769,26.5548107522513,50.2283274473875
ALT,44GB.,T,Blood,<,NULL,U/L,30,6,22,5,0
ALT,44GB.,T,Blood,NULL,NULL,U/L,35,12,209,24.1674641148325,43.8740077005902
ALT,44GB.,T,Blood,<,NULL,U/L,40,12,10,5,0
ALT,44GB.,T,Blood,NULL,NULL,U/L,40,14,61,53.7049180327869,115.924018831632
ALT,44GB.,T,Blood,NULL,NULL,U/L,55,5,784286,35.8350856702784,92.3543241852489
ALT,44GB.,T,Blood,<,NULL,U/L,55,5,1314,5.00608828006088,0.0778191595882421
ALT    *  ,44G3.,T,Serum,NULL,NULL,NULL,NULL,NULL,5297,55.0706060033981,426.080653736087
ALU,NULL,F,Blood,NULL,NULL,umol/L,0.6,0,8,0.737499995157123,0.738603883969934
ALU,44L3.,F,Blood,NULL,<0.1,NULL,NULL,NULL,74,NULL,NULL
ALU,44L3.,F,Blood,NULL,Test not indicated,NULL,NULL,NULL,56,NULL,NULL
ALU,44L3.,F,Blood,NULL,NULL,umol/L,0.6,0,104,0.280769234465865,0.180116965600656
ALU,44L3.,F,Blood,NULL,Unsuitable- heparinised sample required,NULL,NULL,NULL,7,NULL,NULL
ALUM,NULL,T,Unknown,<,NULL,NULL,NULL,NULL,10,NULL,NULL
ALUM      ,NULL,T,Unknown,NULL,NULL,NULL,NULL,NULL,128,0.613492063492063,0.628821523118054
ALU_F,44L3.,F,Blood,NULL,<0.1,NULL,NULL,NULL,12,NULL,NULL
ALU_F,44L3.,F,Blood,NULL,NULL,umol/L,0.6,0,281,0.403914595519945,0.279449031665281
AMAG      ,44LD.,T,Serum,NULL,NULL,NULL,NULL,NULL,427,0.880843091334894,0.164711274539342
AMH,NULL,T,Blood,NULL,NULL,pmol/L,NULL,NULL,90,13.5555555555556,17.0722924950402
AMH,NULL,T,Blood,<,NULL,pmol/L,NULL,NULL,16,1.1875,0.75
AMID,46Q5.,F,Urine,NULL,Amphetamine Present.,NULL,NULL,NULL,212,NULL,NULL
AMID,46Q5.,F,Urine,NULL,Amphetamine Present. Phenylpropanolamine present,NULL,NULL,NULL,14,NULL,NULL
AMID,46Q5.,F,Urine,NULL,See text below,NULL,NULL,NULL,33,NULL,NULL
AMID_F,46Q5.,F,Urine,NULL,Amphetamine Present.,NULL,NULL,NULL,28,NULL,NULL
AMIO,44WD.,T,Blood,NULL,NOT AVAILABLE,NULL,NULL,NULL,6,NULL,NULL
AMMO      ,NULL,T,Blood,NULL,NULL,NULL,NULL,NULL,320,107.16875,98.5796129339474
AMMO,NULL,T,Blood,NULL,US,NULL,NULL,NULL,7,NULL,NULL
AMMO,44Z9.,T,Blood,NULL,NULL,umol/L,45,0,147,75.3877551020408,38.1307140752022
AMMO,44Z9.,T,Spun EDTA,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,23,NULL,NULL
AMMO,44Z9.,T,Spun EDTA,NULL,NULL,umol/L,50,0,176,64.4659090909091,49.6740113399089
AMP,44qF.,F,Urine,NULL,Data on sample & form incompatible - rejected,NULL,NULL,NULL,10,NULL,NULL
AMP,44qF.,F,Urine,NULL,Positive ( > 1000 ng/mL ),NULL,NULL,NULL,250,NULL,NULL
AMP,44qF.,F,Urine,NULL,Urine sample & form data incompatible - rejected,NULL,NULL,NULL,6,NULL,NULL
AMP,NULL,F,Urine,NULL,Negative ( < 1000 ng/mL ),NULL,NULL,NULL,181,NULL,NULL
AMP,44qF.,F,Urine,NULL,Boric Acid Container Unsuitable.,NULL,NULL,NULL,7,NULL,NULL
AMP,44qF.,F,Urine,NULL,Form without min data set - rejected,NULL,NULL,NULL,14,NULL,NULL
AMP,44qF.,F,Urine,NULL,Negative ( < 1000 ng/mL ),NULL,NULL,NULL,10368,NULL,NULL
AMP,44qF.,F,Urine,NULL,Negative ( <1000ng/mL ),NULL,NULL,NULL,459,NULL,NULL
AMP,44qF.,F,Urine,NULL,Positive ( >1000ng/mL ),NULL,NULL,NULL,20,NULL,NULL
AMP,44qF.,F,Urine,NULL,Specimen unlabelled - rejected,NULL,NULL,NULL,13,NULL,NULL
AMP,44qF.,F,Urine,NULL,Specimen without min data set - rejected,NULL,NULL,NULL,6,NULL,NULL
AMP,44qF.,F,Urine,NULL,Urine sample leaked in transit - rejected,NULL,NULL,NULL,157,NULL,NULL
AMP,44qF.,F,Urine,NULL,Urine sample unlabelled - rejected,NULL,NULL,NULL,10,NULL,NULL
AMPH      ,NULL,T,Urine,NULL,NULL,NULL,NULL,NULL,863,0.770557959814529,13.8333334981548
AMPH,NULL,T,Urine,NULL,NEG,NULL,NULL,NULL,1727,NULL,NULL
AMPH,NULL,T,Urine,NULL,NR,NULL,NULL,NULL,37,NULL,NULL
AMPH,44qF.,T,Urine,NULL,POSITIVE,NULL,NULL,NULL,139,NULL,NULL
AMPH,44qF.,T,Urine,NULL,UNSUITABLE FOR ANALYSIS.,NULL,NULL,NULL,24,NULL,NULL
AMPH,NULL,T,Urine,NULL,NEGATIVE,NULL,NULL,NULL,7,NULL,NULL
AMPH,NULL,T,Urine,NULL,POS,NULL,NULL,NULL,113,NULL,NULL
AMPH,44qF.,T,Urine,NULL,NEGATIVE,NULL,NULL,NULL,4181,NULL,NULL
AMPH,44qF.,T,Urine,NULL,REGRET - ASSAY CURRENTLY UNAVAILABLE,NULL,NULL,NULL,19,NULL,NULL
AMPH,44qF.,T,Urine,NULL,SPECIMEN IN WRONG CONTAINER,NULL,NULL,NULL,9,NULL,NULL
AMPH,44qF.,T,Urine,NULL,URINE SAMPLE LEAKED IN TRANSIT,NULL,NULL,NULL,32,NULL,NULL
AMPH_F,44qF.,F,Urine,NULL,Negative ( < 1000 ng/mL ),NULL,NULL,NULL,1283,NULL,NULL
AMPH_F,44qF.,F,Urine,NULL,Urine sample leaked in transit - rejected,NULL,NULL,NULL,21,NULL,NULL
AMPH_F,44qF.,F,Urine,NULL,Positive ( > 1000 ng/mL ),NULL,NULL,NULL,39,NULL,NULL
